"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3AEGIVCP","journalArticle","2013","Stier, Adrian C.; Geange, Shane W.; Hanson, Kate M.; Bolker, Benjamin M.","Predator density and timing of arrival affect reef fish community assembly","Ecology","","0012-9658, 1939-9170","10.1890/11-1983.1","https://esajournals.onlinelibrary.wiley.com/doi/10.1890/11-1983.1","Most empirical studies of predation use simple experimental approaches to quantify the effects of predators on prey (e.g., using constant densities of predators, such as ambient vs. zero). However, predator densities vary in time, and these effects may not be well represented by studies that use constant predator densities. Although studies have independently examined the importance of predator density, temporal variability, and timing of arrival (i.e., early or late relative to prey), the relative contribution of these different predator regimes on prey abundance, diversity, and composition remains poorly understood. The hawkﬁsh (Paracirrhites arcatus), a carnivorous coral reef ﬁsh, exhibits substantial variability in patch occupancy, density, and timing of arrival to natural reefs. Our ﬁeld experiments demonstrated that effects of hawkﬁsh on prey abundance depended on both hawkﬁsh density and the timing of their arrival, but not on variability in hawkﬁsh density. Relative to treatments without hawkﬁsh, hawkﬁsh presence reduced prey abundance by 50%. This effect increased with a doubling of hawkﬁsh density (an additional 33% reduction), and when hawkﬁsh arrived later during community development (a 34% reduction). Hawkﬁsh did not affect within-patch diversity (species richness), but they increased between-patch diversity (beta) based on species incidence (22%), and caused shifts in species composition. Our results suggest that the timing of predator arrival can be as important as predator density in modifying prey abundance and community composition.","2013-05","2025-09-07 18:13:51","2025-09-07 18:13:51","2025-09-07 18:13:51","1057-1068","","5","94","","Ecology","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/9WK4S8NS/Stier et al. - 2013 - Predator density and timing of arrival affect reef fish community assembly.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BEJVRVE","journalArticle","2013","Stier, Adrian C.; Geange, Shane W.; Bolker, Benjamin M.","Predator density and competition modify the benefits of group formation in a shoaling reef fish","Oikos","","0030-1299, 1600-0706","10.1111/j.1600-0706.2012.20726.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2012.20726.x","Synthesis                          Predation risk experienced by individuals living in groups depends on the balance between predator dilution, competition for refuges, and predator interference or synergy. These interactions operate between prey species as well: the benefits of group living decline in the presence of an alternative prey species. We apply a novel model‐fitting approach to data from field experiments to distinguish among competing hypotheses about shifts in predator foraging behavior across a range of predator and prey densities. Our study provides novel analytical tools for analyzing predator foraging behavior and offers insight into the processes driving the dynamics of coral reef fish.                            Studies of predator foraging behavior typically focus on single prey species and fixed predator densities, ignoring the potential importance of complexities such as predator dilution; predator‐mediated effects of alternative prey; heterospecific competition; or predator–predator interactions. Neglecting the effects of prey density is particularly problematic for prey species that live in mixed species groups, where the beneficial effects of predator dilution may swamp the negative effects of heterospecific competition. Here we use field experiments to investigate how the mortality rates of a shoaling coral reef fish (a wrasse:               Thalassoma amblycephalum               ), change as a result of variation in: 1) conspecific density, 2) density of a predator (a hawkfish:               Paracirrhites arcatus               ), and 3) presence of an alternative prey species that competes for space (a damselfish:               Pomacentrus pavo               ). We quantify changes in prey mortality rates from the predator's perspective, examining the effects of added predators or a second prey species on the predator's functional response. Our analysis highlights a model‐fitting approach that discriminates amongst multiple hypotheses about predator foraging in a community context. Wrasse mortality decreased with increasing conspecific density (i.e. mortality was inversely density‐dependent). The addition of a second predator doubled prey mortality rates, without significantly changing attack rate or handling time – i.e. there was no evidence for predator interference. The presence of a second prey species increased wrasse mortality by 95%; we attribute this increase either to short‐term apparent competition (predator aggregation) or to a decrease in handling time of the predator (e.g. through decreased wrasse vigilance). In this system, 1) prey benefit from intraspecific group living though a reduced predation risk, and 2) the benefit of group living is reduced in the presence of an alternative prey species.","2013-02","2025-09-07 18:13:53","2025-09-07 18:13:53","2025-09-07 18:13:53","171-178","","2","122","","Oikos","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/TH5Y3DIU/Stier et al. - 2013 - Predator density and competition modify the benefits of group formation in a shoaling reef fish.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKEQKGMT","journalArticle","2012","Stier, Adrian C.; Gil, Michael A.; McKeon, C. Seabird; Lemer, Sarah; Leray, Matthieu; Mills, Suzanne C.; Osenberg, Craig W.","Housekeeping Mutualisms: Do More Symbionts Facilitate Host Performance?","PLoS ONE","","1932-6203","10.1371/journal.pone.0032079","https://dx.plos.org/10.1371/journal.pone.0032079","Mutualisms often involve one host supporting multiple symbionts, whose identity, density and intraguild interactions can influence the nature of the mutualism and performance of the host. However, the implications of multiple co-occurring symbionts on services to a host have rarely been quantified. In this study, we quantified effects of decapod symbionts on removal of sediment from their coral host. Our field survey showed that all common symbionts typically occur as pairs and never at greater abundances. Two species, the crab Trapezia serenei and the shrimp Alpheus lottini, were most common and co-occurred more often than expected by chance. We conducted a mesocosm experiment to test for effects of decapod identity and density on sediment removal. Alone, corals removed 10% of sediment, but removal increased to 30% and 48% with the presence of two and four symbionts, respectively. Per-capita effects of symbionts were independent of density and identity. Our results suggest that symbiont density is restricted by intraspecific competition. Thus, increased sediment removal from a coral host can only be achieved by increasing the number of species of symbionts on that coral, even though these species are functionally equivalent. Symbiont diversity plays a key role, not through added functionality but by overcoming density limitation likely imposed by intraspecific mating systems.","2012-04-16","2025-09-07 18:13:54","2025-09-07 18:13:55","2025-09-07 18:13:54","e32079","","4","7","","PLoS ONE","Housekeeping Mutualisms","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/PGVVLYAK/Stier et al. - 2012 - Housekeeping Mutualisms Do More Symbionts Facilitate Host Performance.pdf","","","","Dornhaus, Anna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGNGMFUS","journalArticle","2009","Stier, Adrian C.; Steele, Mark A.; Brooks, Andrew J.","Coral reef fishes use crown-of-thorns seastar as habitat","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-008-0445-9","http://link.springer.com/10.1007/s00338-008-0445-9","","2009-03","2025-09-07 18:13:55","2025-09-07 18:13:55","2025-09-07 18:13:55","227-227","","1","28","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/W8NVY2HD/Stier et al. - 2009 - Coral reef fishes use crown-of-thorns seastar as habitat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JRNXB8C5","journalArticle","2010","Stier, A. C.; McKeon, C. S.; Osenberg, C. W.; Shima, J. S.","Guard crabs alleviate deleterious effects of vermetid snails on a branching coral","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-010-0663-9","http://link.springer.com/10.1007/s00338-010-0663-9","Stony corals provide important structural habitat for microbes, invertebrates, and ﬁshes, which in some cases has led to the evolution of beneﬁcial interactions that may protect corals from environmental factors such as thermal stress, nutrient limitation, competitors, or predators. For example, guard crabs (Trapezia spp.) protect corals (Pocillopora sp.) from attacks by crown-of-thorn seastar and sedimentation. Here, a ﬁeld experiment demonstrates that guard crabs (Trapezia serenei) also ameliorate the strong negative effects of the giant vermetid (Dendropoma maximum) on growth of Pocillopora. This experiment highlights the importance of this crab-coral mutualism: guard crabs facilitate the growth of corals in stressful environments (e.g., where vermetids are abundant), thereby preserving the ecological goods and services (e.g., food and shelter) that these corals may provide to other reef-associated species.","2010-12","2025-09-07 18:13:56","2025-09-07 18:13:56","2025-09-07 18:13:56","1019-1022","","4","29","","Coral Reefs","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/ZWD6ZZEI/Stier et al. - 2010 - Guard crabs alleviate deleterious effects of vermetid snails on a branching coral.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RKBQ9SCS","journalArticle","2025","Stier, Adrian C.; Chase, Tory J.; Osenberg, Craig W.","Fish services to corals: a review of how coral-associated fishes benefit corals","Coral Reefs","","0722-4028, 1432-0975","10.1007/s00338-025-02647-4","https://link.springer.com/10.1007/s00338-025-02647-4","On coral reefs, hard corals (order Scleractinia) provide habitat for an extraordinary diversity of reef fishes, many of which have close associations with the coral. Coral can provide these fishes nesting sites, food and protection from predators. The fishes can also benefit the corals, through fish-derived services resulting from, for example, diurnal and nocturnal movements, foraging, and nutrient excretion. Here, we synthesize how coral-associated fishes (i.e., coral reef fishes that have prolonged or permanent dependency on live coral) positively contribute to the health and resilience of corals. We highlight how certain coralassociated fishes offer a variety of benefits to corals, including enhanced oxygenation, nutrient subsidies and recycling, sediment removal, and protection against predators and parasites. Our review highlights the critical role that some coralassociated fishes have in supporting reef function, and in some cases, conferring resilience.","2025-06","2025-09-07 18:13:58","2025-09-07 18:13:58","2025-09-07 18:13:58","825-834","","3","44","","Coral Reefs","Fish services to corals","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/3DPVWBGK/Stier et al. - 2025 - Fish services to corals a review of how coral-associated fishes benefit corals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQSS8M88","journalArticle","2014","Stier, Adrian C.; Hanson, Katharine M.; Holbrook, Sally J.; Schmitt, Russell J.; Brooks, Andrew J.","Predation and landscape characteristics independently affect reef fish community organization","Ecology","","0012-9658, 1939-9170","10.1890/12-1441.1","https://esajournals.onlinelibrary.wiley.com/doi/10.1890/12-1441.1","Trophic island biogeography theory predicts that the effects of predators on prey diversity are context dependent in heterogeneous landscapes. Speciﬁcally, models predict that the positive effect of habitat area on prey diversity should decline in the presence of predators, and that predators should modify the partitioning of alpha and beta diversity across patchy landscapes. However, experimental tests of the predicted context dependency in top-down control remain limited. Using a factorial ﬁeld experiment we quantify the effects of a focal predatory ﬁsh species (grouper) and habitat characteristics (patch size, fragmentation) on the partitioning of diversity and assembly of coral reef ﬁsh communities. We found independent effects of groupers and patch characteristics on prey communities. Groupers reduced prey abundance by 50% and gamma diversity by 45%, with a disproportionate removal of rare species relative to common species (64% and 36% reduction, respectively; an oddity effect). Further, there was a 77% reduction in beta diversity. Null model analysis demonstrated that groupers increased the importance of stochastic community assembly relative to patches without groupers. With regard to patch size, larger patches contained more ﬁshes, but a doubling of patch size led to a modest (36%) increase in prey abundance. Patch size had no effect on prey diversity; however, fragmented patches had 50% higher species richness and modiﬁed species composition relative to unfragmented patches. Our ﬁndings suggest two different pathways (i.e., habitat or predator shifts) by which natural and/or anthropogenic processes can drive variation in ﬁsh biodiversity and community assembly.","2014-05","2025-09-07 18:13:59","2025-09-07 18:13:59","2025-09-07 18:13:59","1294-1307","","5","95","","Ecology","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/8T96LF2C/Stier et al. - 2014 - Predation and landscape characteristics independently affect reef fish community organization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JKA38RH","journalArticle","2016","Stier, Adrian C.; Bolker, Benjamin M.; Osenberg, Craig W.","Using rarefaction to isolate the effects of patch size and sampling effort on beta diversity","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.1612","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.1612","Beta diversity describes how species composition varies across space and through time. Current estimators of beta diversity typically ignore the effects of within-patch sample size, determined jointly by local abundance and sampling effort. Many ecological processes such as immigration, predation, or nutrient limitation affect abundance and asymptotic beta diversity concurrently; thus, existing metrics may confound changes in asymptotic beta diversity with changes that result from differences in abundance or sampling. Results from a stochastic simulation model illustrate how decreasing within-patch sample size may either increase or decrease observed beta diversity, depending on the type of metric, sample size, and community properties; these changes are easy to understand, and predict, by considering the effects of sampling on variance. A modiﬁed, patch-level form of rarefaction controls for variation in within-patch sample size; two case studies illustrate the utility of this approach. Studies seeking a mechanistic link between ecological process and beta diversity will continue to beneﬁt from explicit consideration of sampling effects.","2016-12","2025-09-07 18:14:01","2025-09-07 18:14:01","2025-09-07 18:14:01","e01612","","12","7","","Ecosphere","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/354H86ZT/Stier et al. - 2016 - Using rarefaction to isolate the effects of patch size and sampling effort on beta diversity.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZ3L9ECL","journalArticle","2020","Stier, Adrian C.; Olaf Shelton, Andrew; Samhouri, Jameal F.; Feist, Blake E.; Levin, Phillip S.","Fishing, environment, and the erosion of a population portfolio","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.3283","https://esajournals.onlinelibrary.wiley.com/doi/10.1002/ecs2.3283","Many organisms exhibit tremendous ﬂuctuations in population abundance and experience unexpected collapse. Conservationists seeking to minimize region-wide variability in resources and reduce extinction risk often seek to preserve a metapopulation portfolio of spatially asynchronous subpopulations connected by dispersal. However, portfolio properties are not necessarily static, and the erosion of a portfolio can fundamentally alter the population dynamics and services a species provides. In the Northeast Paciﬁc, a portfolio of spatially asynchronous herring populations has historically provided regional reliability of herring to mobile predators and commercial ﬁshermen as well as local subsistence and ceremonial harvest. Here, we ﬁt a mechanistic time-series model to herring spawn and catch records from 1950 to 2015 to quantify how population growth, climate, and ﬁshing have contributed to a major shift in the herring portfolio over time. We document the erosion of the herring portfolio and a severe decline in herring population growth. Commercial harvest historically played a key role in herring dynamics, hovering around typical annual exploitation rates (15%) at the archipelago scale, but local harvest rates were much higher when ﬁshing occurred (as high as 65%). Additionally, the Paciﬁc Decadal Oscillation and population growth had equally strong effects on local and regional herring population dynamics. Our results highlight how spatially structured populations can undergo major shifts following disturbance and emphasize how ecological systems do not always rapidly recover and provide services following disturbance. Developing herring management strategies at a ﬁner scale may ensure greater regional resource reliability by recovering previous levels of spatial population asynchrony. However, doing so may require higher implementation and monitoring costs in order to yield higher ecological, social, and economic beneﬁts. Such place-based solutions that match the spatial scale of governance to the spatial scale of ecological dynamics have the potential to improve future management and conservation in an increasingly dynamic world.","2020-11","2025-09-07 18:14:02","2025-09-07 18:14:02","2025-09-07 18:14:02","e03283","","11","11","","Ecosphere","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/JTJRWTUL/Stier et al. - 2020 - Fishing, environment, and the erosion of a population portfolio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIJZ6A46","journalArticle","2019","Stier, Ac; Lee, Sc; O’Connor, Mi","Temporal variation in dispersal modifies dispersal-diversity relationships in an experimental seagrass metacommunity","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps12908","https://www.int-res.com/abstracts/meps/v613/p67-76/","Dispersal is a key force driving patterns of biodiversity. However, temporal variation in dispersal due to seasonality, weather, and other stochastic forces is an understudied aspect of the dispersal–diversity relationship. Metacommunity theory predicts temporal variation in dispersal can alter species distributions across patches. We empirically tested the hypothesis that variation in dispersal can modify the nonlinear dispersal–diversity relationship. Using a mesocosm experiment, we factorially manipulated variation in and intensity of dispersal in invertebrate grazer communities associated with nearshore seagrass ecosystems. Higher dispersal intensity led to higher grazer abundance, higher species richness (alpha diversity), and — when dispersal was variable — lower compositional similarity among patches (higher beta diversity). Within each dispersal intensity treatment level, temporal variation in dispersal decreased alpha diversity and increased beta diversity, with strongest effects at low- and intermediate-intensity dispersal. Our results provide the first empirical evidence that temporal variation in dispersal can substantially modify the well-described dispersal–diversity relationship for both alpha and beta diversity. Broadly, our results provide increasing evidence for the effects of spatial and temporal variability in modifying the role of the ecological processes driving marine metacommunity structure.","2019-03-21","2025-09-07 18:14:04","2025-09-07 18:14:04","2025-09-07 18:14:04","67-76","","","613","","Mar. Ecol. Prog. Ser.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/C2D5RFXN/Stier et al. - 2019 - Temporal variation in dispersal modifies dispersal-diversity relationships in an experimental seagra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKQGVHH4","journalArticle","2013","Stier, Adrian C.; Idjadi, Joshua A.; Geange, Shane W.; White, Jada-Simone S.","High Mortality in a Surgeonfish Following an Exceptional Settlement Event","Pacific Science","","0030-8870, 1534-6188","10.2984/67.4.4","http://www.bioone.org/doi/10.2984/67.4.4","Marine organisms occasionally settle at exceptional densities, whereby thousands of individuals arrive concurrently. High levels of mortality, which has historically been attributed to predation or competition, often follow this episodic settlement of reef ﬁshes. Here, however, we observed large numbers of newly settled surgeonﬁsh (Ctenochaetus striatus) with white lesions lying dead on the sand amongst patch reefs following separate episodic settlement events in 2006 and 2009 in Moorea, French Polynesia. Pathogens have been identiﬁed as an important driver of population dynamics in other marine organisms but less so for reef ﬁshes. Our observations suggest that disease outbreaks may play an underappreciated role as a mechanism of mortality following episodic settlement events in reef ﬁshes.","2013-10","2025-09-07 18:14:05","2025-09-07 18:14:05","2025-09-07 18:14:05","533-538","","4","67","","Pacific Science","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/TEMCFFUK/Stier et al. - 2013 - High Mortality in a Surgeonfish Following an Exceptional Settlement Event.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXG2J97U","journalArticle","2022","Stier, Adrian C.; Essington, Timothy E.; Samhouri, Jameal F.; Siple, Margaret C.; Halpern, Benjamin S.; White, Crow; Lynham, John M.; Salomon, Anne K.; Levin, Phillip S.","Avoiding critical thresholds through effective monitoring","Proceedings of the Royal Society B: Biological Sciences","","0962-8452, 1471-2954","10.1098/rspb.2022.0526","https://royalsocietypublishing.org/doi/10.1098/rspb.2022.0526","A major challenge in sustainability science is identifying targets that maximize ecosystem benefits to humanity while minimizing the risk of crossing critical system thresholds. One critical threshold is the biomass at which populations become so depleted that their population growth rates become negative—depensation. Here, we evaluate how the value of monitoring information increases as a natural resource spends more time near the critical threshold. This benefit emerges because higher monitoring precision promotes higher yield and a greater capacity to recover from overharvest. We show that precautionary buffers that trigger increased monitoring precision as resource levels decline may offer a way to minimize monitoring costs and maximize profits. In a world of finite resources, improving our understanding of the trade-off between precision in estimates of population status and the costs of mismanagement will benefit stakeholders that shoulder the burden of these economic and social costs.","2022-06-29","2025-09-07 18:14:07","2025-09-07 18:14:07","2025-09-07 18:14:07","20220526","","1977","289","","Proc. R. Soc. B.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/BGWYQ5IZ/Stier et al. - 2022 - Avoiding critical thresholds through effective monitoring.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSX47FHV","journalArticle","2016","Stier, Adrian C.; Samhouri, Jameal F.; Novak, Mark; Marshall, Kristin N.; Ward, Eric J.; Holt, Robert D.; Levin, Phillip S.","Ecosystem context and historical contingency in apex predator recoveries","Science Advances","","2375-2548","10.1126/sciadv.1501769","https://www.science.org/doi/10.1126/sciadv.1501769","Variable life histories, species interactions, and historical contingency underlie why some predators recover and others do not.           ,              Habitat loss, overexploitation, and numerous other stressors have caused global declines in apex predators. This “trophic downgrading” has generated widespread concern because of the fundamental role that apex predators can play in ecosystem functioning, disease regulation, and biodiversity maintenance. In attempts to combat declines, managers have conducted reintroductions, imposed stricter harvest regulations, and implemented protected areas. We suggest that full recovery of viable apex predator populations is currently the exception rather than the rule. We argue that, in addition to well-known considerations, such as continued exploitation and slow life histories, there are several underappreciated factors that complicate predator recoveries. These factors include three challenges. First, a priori identification of the suite of trophic interactions, such as resource limitation and competition that will influence recovery can be difficult. Second, defining and accomplishing predator recovery in the context of a dynamic ecosystem requires an appreciation of the timing of recovery, which can determine the relative density of apex predators and other predators and therefore affect competitive outcomes. Third, successful recovery programs require designing adaptive sequences of management strategies that embrace key environmental and species interactions as they emerge. Consideration of recent research on food web modules, alternative stable states, and community assembly offer important insights for predator recovery efforts and restoration ecology more generally. Foremost among these is the importance of a social-ecological perspective in facilitating a long-lasting predator restoration while avoiding unintended consequences.","2016-05-06","2025-09-07 18:14:09","2025-09-07 18:14:09","2025-09-07 18:14:09","e1501769","","5","2","","Sci. Adv.","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/6XQ9PWWX/Stier et al. - 2016 - Ecosystem context and historical contingency in apex predator recoveries.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDU9AES4","journalArticle","2014","Stier, Adrian C.; Hein, Andrew M.; Parravicini, Valeriano; Kulbicki, Michel","Larval dispersal drives trophic structure across Pacific coral reefs","Nature Communications","","2041-1723","10.1038/ncomms6575","https://www.nature.com/articles/ncomms6575","","2014-11-21","2025-09-07 18:14:10","2025-09-07 18:14:11","2025-09-07 18:14:10","5575","","1","5","","Nat Commun","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/F8FMX9K8/Stier et al. - 2014 - Larval dispersal drives trophic structure across Pacific coral reefs.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7AP49RX","journalArticle","2010","White, J. Wilson; Samhouri, Jameal F.; Stier, Adrian C.; Wormald, Clare L.; Hamilton, Scott L.; Sandin, Stuart A.","Synthesizing mechanisms of density dependence in reef fishes: behavior, habitat configuration, and observational scale","Ecology","","0012-9658, 1939-9170","10.1890/09-0298.1","https://esajournals.onlinelibrary.wiley.com/doi/10.1890/09-0298.1","Coral and rocky reef ﬁsh populations are widely used as model systems for the experimental exploration of density-dependent vital rates, but patterns of density-dependent mortality in these systems are not yet fully understood. In particular, the paradigm for strong, directly density-dependent (DDD) postsettlement mortality stands in contrast to recent evidence for inversely density-dependent (IDD) mortality. We review the processes responsible for DDD and IDD per capita mortality in reef ﬁshes, noting that the pattern observed depends on predator and prey behavior, the spatial conﬁguration of the reef habitat, and the spatial and temporal scales of observation. Speciﬁcally, predators tend to produce DDD prey mortality at their characteristic spatial scale of foraging, but prey mortality is IDD at smaller spatial scales due to attack-abatement effects (e.g., risk dilution). As a result, DDD mortality may be more common than IDD mortality on patch reefs, which tend to constrain predator foraging to the same scale as prey aggregation, eliminating attack-abatement effects. Additionally, adjacent groups of prey on continuous reefs may share a subset of refuges, increasing per capita refuge availability and relaxing DDD mortality relative to prey on patch reefs, where the patch edge could prevent such refuge sharing. These hypotheses lead to a synthetic framework to predict expected mortality patterns for a variety of scenarios. For nonsocial, nonaggregating species and species that aggregate in order to take advantage of spatially clumped refuges, IDD mortality is possible but likely superseded by DDD refuge competition, especially on patch reefs. By contrast, for species that aggregate socially, mortality should be IDD at the scale of individual aggregations but DDD at larger scales. The results of nearly all prior reef ﬁsh studies ﬁt within this framework, although additional work is needed to test many of the predicted outcomes. This synthesis reconciles some apparent contradictions in the recent reef ﬁsh literature and suggests the importance of accounting for the scale-sensitive details of predator and prey behavior in any study system.","2010-07","2025-09-07 18:14:12","2025-09-07 18:14:12","2025-09-07 18:14:12","1949-1961","","7","91","","Ecology","Synthesizing mechanisms of density dependence in reef fishes","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/TD9VRTZY/White et al. - 2010 - Synthesizing mechanisms of density dependence in reef fishes behavior, habitat configuration, and o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBBKDY3U","journalArticle","2014","White, J. Wilson; Rassweiler, Andrew; Samhouri, Jameal F.; Stier, Adrian C.; White, Crow","Ecologists should not use statistical significance tests to interpret simulation model results","Oikos","","0030-1299, 1600-0706","10.1111/j.1600-0706.2013.01073.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1600-0706.2013.01073.x","Simulation models are widely used to represent the dynamics of ecological systems. A common question with such models is how changes to a parameter value or functional form in the model alter the results. Some authors have chosen to answer that question using frequentist statistical hypothesis tests (e.g. ANOVA). This is inappropriate for two reasons. First, p‐values are determined by statistical power (i.e. replication), which can be arbitrarily high in a simulation context, producing minuscule p‐values regardless of the effect size. Second, the null hypothesis of no difference between treatments (e.g. parameter values) is known a priori to be false, invalidating the premise of the test. Use of p‐values is troublesome (rather than simply irrelevant) because small p‐values lend a false sense of importance to observed differences. We argue that modelers should abandon this practice and focus on evaluating the magnitude of differences between simulations.                            Synthesis                          Researchers analyzing field or lab data often test ecological hypotheses using frequentist statistics (t‐tests, ANOVA, etc.) that focus on p‐values. Field and lab data usually have limited sample sizes, and p‐values are valuable for quantifying the probability of making incorrect inferences in that situation. However, modern ecologists increasingly rely on simulation models to address complex questions, and those who were trained in frequentist statistics often apply the hypothesis‐testing approach inappropriately to their simulation results. Our paper explains why p‐values are not informative for interpreting simulation models, and suggests better ways to evaluate the ecological significance of model results.","2014-04","2025-09-07 18:14:13","2025-09-07 18:14:14","2025-09-07 18:14:13","385-388","","4","123","","Oikos","","","","","","","","en","CC0 1.0 Universal Public Domain Dedication","","","","DOI.org (Crossref)","","","","/Users/adrianstiermbp2023/Zotero/storage/SASUF9TS/White et al. - 2014 - Ecologists should not use statistical significance tests to interpret simulation model results.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
